qnrnumb;visit;howoft;likenet;research;safeweb;goodtool;notouse;another;likeproc;hassle;visits;friend;billbrd;banner;surfing;sengine;tv;theater;nwspaper;other;easyuse;helpful;positive;useonly;influenc;secure;didbuy;better;howmuch;safe;wanttest;price;tradein;handson;checkit;noweeks;worth;sticker;actual;age;marital;children;educate;race;income;gender
141;1;5;5;5;5;5;1;3;1;4;9;0;0;0;0;0;0;0;0;0;2;2;4;1;4;4;2; ; ;1;4;4;4;3;1;1;17000;22000;21000;33;1; ;4;1;5;1
142;1;5;4;4;5;5;1;2;5;1;8;0;0;1;1;0;1;0;0;0;5;2;4;2;3;3;2; ; ;5;4;5;1;3;1;4;7000;12000;10000;26;1; ;3;1;5;1
143;1;1;2;1;1;2;5;1;2;5;1;0;0;0;0;1;1;0;0;0;4;4;3;3;4;5;2; ; ;3;5;3;5;3;1;4;3000;10000;8000;34;2;0;1;2;2;2
144;1;3;4;4;3;3;3;1;2;5;9;0;0;0;1;1;1;0;0;0;4;4;2;1;4;5;2; ; ;4;4;1;5;4;4;1;1000;10000;8000;24;1; ;1;6;3;1
145;1;5;5;5;5;2;3;2;1;3;10;0;0;0;1;1;0;0;0;0;1;4;4;1;4;3;2; ; ;3;5;4;1;5;1;5;21000;26000;24000;25;4;2;3;2;5;1
146;1;4;4;4;4;4;1;2;1;5;8;0;0;0;0;1;0;0;0;0;5;1;3;5;5;4;1;1;2;4;4;4;1;5;3;7; ;10000;6000;35;4;3;2;5;1;2
147;1;2;1;3;2;2;5;1;1;5;2;0;0;0;1;1;1;0;0;0;2;4;5;1;5;5;1;1;1;5;5;1;5;5;1;3;5000;10000;7000;44;1; ;5;1;7;2
148;1;1;2;2;1;1;3;1;2;5;1;0;0;0;1;1;1;0;0;0;4;3;1;2;4;4;1;1;4;4;5;5;3;5;1;7;16000;18000;15000;23;2;1;6;1;7;1
149;1;4;4;4;4;4;2;1;1;5;9;1;0;0;0;0;0;0;0;0;4;5;4;2;4;4;2; ; ;3;5;1;4;5;1;5;11000;16000;15000;35;1; ;3;1;5;1
150;1;4;4;5;4;4;2;2;1;5;8;0;0;0;0;1;0;0;0;0;4;5;4;1;4;5;2; ; ;3;3;3;1;5;1;1;1000;10000;8000;37;1; ;3;5;5;1
151;1;3;3;4;3;3;4;2;1;5;7;0;0;0;1;1;1;0;0;0;5;5;5;1;5;5;1;1;3;3;5;2;5;5;3;5;10000;16000;12000;33;4;3;1;1;3;1
152;1;2;1;3;2;3;5;1;1;4;6;0;0;0;1;1;0;0;0;0;5;3;4;3;4;5;2; ; ;3;4;3;5;5;1;1;1000;10000;8000;45;1; ;2;3;5;1
153;1;4;3;5;4;4;2;3;1;5;7;0;0;0;1;1;0;0;0;0;4;5;5;3;5;3;1;1;1;3;3;2;3;2;1;4;3000;10000;7000;27;2;2;3;1;5;2
154;1;3;3;3;3;2;3;5;1;5;7;0;1;0;0;1;0;0;0;0;1;2;5;3;5;4;1;2; ;4;5;4;3;4;1;1;14000;18000;15000;48;2;2;6;1;7;1
155;1;4;4;5;4;3;3;2;1;2;12;0;1;0;0;1;0;0;0;0;3;5;4;2;5;4;1;1;2;2;5;4;5;3;1;1;8000;12000;9000;29;1; ;1;1;3;1
156;1;1;1;1;1;2;4;1;1;5;4;0;0;1;0;1;0;0;0;0;1;3;3;1;3;4;2; ; ;3;4;4;3;4;3;3;9000;12000;10000;37;1; ;1;5;2;1
157;1;5;4;5;5;4;2;2;3;1;12;0;0;0;0;1;0;0;0;0;5;4;4;4;3;4;2; ; ;3;5;1;3;4;1;7;15000;19000;17000;40;2;1;5;3;7;1
158;1;1;2;1;1;4;1;3;1;5;1;0;0;1;0;1;1;0;0;0;3;3;4;1;4;5;2; ; ;3;4;3;1;4;3;1;9000;13000;12000;45;1; ;3;2;5;1
159;1;2;1;2;2;4;3;4;2;4;1;0;0;0;1;1;0;0;0;0;1;3;2;1;4;5;2; ; ;4;3;1;1;3;1;9;17000;22000;21000;26;1; ;3;1;5;1
160;1;3;4;3;3;3;2;1;1;5;9;0;0;1;0;0;1;0;0;0;5;5;4;1;5;5;1;1;1;3;4;2;1;5;3;1;20000;26000;23000;33;4;1;3;1;4;1
161;1;3;2;3;3;4;1;1;3;3;5;0;0;0;0;1;0;0;0;0;5;5;3;2;3;4;2; ; ;1;5;3;3;4;5;8;2000;10000;8000;43;2;3;2;1;2;2
162;1;2;2;3;2;1;5;2;1;3;5;0;0;1;0;1;0;0;0;0;4;4;4;4;4;5;2; ; ;1;5;1;5;3;2;3;11000;16000;14000;40;1; ;3;1;5;1
163;1;4;4;4;4;4;2;1;1;1;7;0;0;0;0;1;1;0;1;0;1;5;3;5;4;4;2; ; ;5;5;1;5;4;1;1;13000;17000;15000;34;1; ;4;2;5;1
164;1;4;3;4;4;4;1;1;4;1;10;0;0;0;0;1;1;0;0;0;3;4;3;3;4;5;2; ; ;5;5;1;2;5;1;1;10000;16000;15000;52;1; ;2;2;5;1
165;1;4;4;4;4;5;1;1;1;5;8;0;0;0;1;0;0;1;0;0;3;4;4;3;5;5;1;1;2;3;5;1;1;5;1;8;20000;26000;23000;36;2;3;5;3;6;1
166;1;3;2;4;3;2;1;1;1;3;7;0;0;0;1;1;0;0;0;0;1;3;3;2;5;4;2; ; ;1;4;4;1;4;1;3;12000;16000;14000;25;2;1;5;1;7;2
167;1;5;5;2;5;5;1;1;3;5;12;0;0;0;0;1;0;0;0;0;4;3;4;2;4;5;2; ; ;4;5;1;5;3;1;2;10000;16000;14000;28;2;0;5;1;7;1
168;1;4;4;5;4;4;1;3;3;5;8;0;0;0;0;1;0;0;1;0;3;5;3;3;4;5;2; ; ;3;5;5;5;4;1;1;8000;13000;11000;36;1; ;3;1;4;1
169;1;2;1;2;2;2;3;1;2;5;5;0;0;0;0;0;0;0;0;0;4;2;3;1;5;4;2; ; ;2;5;5;4;5;1;1;4000;10000;7000;43;4;0;3;5;6;1
170;1;4;5;4;4;5;1;2;3;3;11;1;0;1;0;1;0;0;0;0;4;2;5;2;5;3;1;1;1;3;3;3;5;4;1;4;8000;13000;9000;27;1; ;3;1;4;2
171;1;5;4;3;5;4;3;1;1;4;10;0;0;0;0;0;0;0;0;0;5;4;4;2;4;5;2; ; ;4;4;5;5;5;1;3;5000;11000;9000;25;1; ;4;1;5;1
172;1;5;4;4;5;5;5;2;1;4;12;0;0;0;1;1;0;0;0;0;4;4;3;2;3;5;2; ; ;3;5;2;4;4;3;1;15000;19000;17000;41;2;3;4;2;7;1
173;1;1;1;2;1;1;3;1;1;1;1;0;0;0;0;1;0;0;0;0;5;3;1;2;4;4;2; ; ;3;5;5;2;5;4;5;13000;19000;16000;57;2;3;5;1;7;2
174;1;4;4;4;4;4;4;2;1;1;8;0;0;1;0;1;0;0;0;0;5;1;4;1;4;3;2; ; ;3;5;5;1;5;2;4;23000;29000;26000;36;2;2;5;5;7;1
175;1;4;4;5;4;4;3;3;1;1;12;0;0;0;0;0;0;0;0;0;5;5;3;4;5;5;1;1;3;1;3;2;1;4;3;1; ;10000;6000;50;1; ;6;3;3;1
176;1;4;4;4;4;5;2;3;1;4;10;0;0;0;1;1;1;0;0;0;5;4;4;3;4;4;2; ; ;2;5;5;2;3;1;6;11000;17000;16000;32;4;1;6;1;1;2
177;1;4;3;4;4;2;1;2;2;3;9;0;0;0;0;1;0;0;0;0;4;2;4;3;3;5;2; ; ;5;5;3;1;1;1;6;16000;20000;18000;29;5;1;4;1;5;1
178;1;4;4;4;4;2;5;1;1;5;5;1;0;0;0;0;0;0;1;0;4;3;5;5;5;4;1;1;1;1;5;3;4;5;1;1;5000;11000;8000;30;1; ;3;2;5;1
179;1;3;3;4;3;3;3;3;1;1;11;0;0;0;1;0;0;0;0;0;5;2;2;1;3;5;2; ; ;1;5;2;1;5;2;5;5000;12000;10000;33;1; ;2;5;3;1
180;1;3;3;3;3;4;3;2;1;1;10;0;0;1;0;1;0;0;0;0;5;4;3;3;4;5;2; ; ;3;5;1;1;4;2;4;15000;18000;16000;37;2;0;5;5;7;2
181;1;2;2;3;2;1;5;3;1;5;2;0;0;1;1;0;0;0;0;0;1;4;2;1;3;5;2; ; ;3;3;3;5;5;1;4;17000;23000;22000;28;2;1;4;1;6;1
182;1;3;3;3;3;2;4;2;2;5;10;0;0;0;0;1;0;0;0;0;5;1;4;4;3;5;2; ; ;2;5;3;1;5;2;3;16000;20000;19000;42;2;1;4;1;7;1
183;1;5;5;3;5;5;3;2;2;5;8;0;0;0;1;1;0;0;0;0;1;4;3;1;4;4;2; ; ;2;5;1;5;5;2;4;9000;13000;11000;22;5;1;2;1;1;1
184;1;3;3;3;3;3;4;2;1;1;6;0;0;0;0;1;1;0;0;0;3;5;4;4;4;4;2; ; ;4;5;5;5;5;2;5; ;10000;8000;23;2;2;5;1;1;2
185;1;1;1;2;1;3;4;1;1;5;2;0;0;0;1;1;1;0;0;0;5;3;4;2;4;5;2; ; ;1;3;5;5;5;1;6;1000;10000;8000;34;4;1;2;3;1;2
186;1;1;4;1;1;1;5;1;1;5;1;0;0;0;0;0;0;1;0;0;5;4;3;4;3;5;2; ; ;1;5;4;3;4;3;1;6000;11000;9000;27;2;0;5;1;6;1
187;1;3;2;4;3;4;3;3;2;3;9;1;0;0;1;1;0;0;0;0;1;1;2;3;4;5;2; ; ;4;5;5;2;5;1;1;18000;22000;20000;42;2;3;4;1;7;1
188;1;2;2;2;2;2;5;2;4;5;7;0;0;0;1;1;0;0;0;0;5;3;4;2;4;5;2; ; ;1;5;5;5;5;1;5; ;16000;14000;46;1; ;2;3;3;1
189;1;3;3;4;3;4;5;3;1;1;8;0;0;0;1;0;0;1;0;0;3;3;4;3;3;4;2; ; ;1;5;5;1;3;2;3;8000;14000;12000;26;2;1;3;1;5;1
190;1;1;1;2;1;1;5;1;1;1;5;0;0;0;0;1;1;0;0;0;1;3;5;3;4;5;1;1;1;4;5;2;1;5;2;5;18000;23000;20000;36;2;3;6;1;7;1
191;1;3;4;3;3;4;3;3;1;1;9;0;0;0;1;1;1;0;0;0;3;4;4;2;4;4;2; ; ;3;5;3;5;4;4;9;17000;24000;22000;39;1; ;6;2;7;2
192;1;1;1;1;1;2;3;3;1;5;6;0;0;0;0;1;1;0;0;0;2;4;3;5;5;5;1;1;1;1;5;3;2;5;1;3;5000;10000;6000;28;1; ;3;1;5;1
193;1;2;3;2;2;3;4;2;3;5;4;0;0;0;1;0;0;0;0;0;2;3;3;1;3;4;2; ; ;3;5;2;4;4;2;4;14000;18000;16000;35;2;0;1;3;2;1
194;1;5;5;3;5;5;2;3;1;1;11;1;0;0;1;1;0;0;0;0;5;5;3;1;5;4;2; ; ;5;5;1;4;5;4;4;13000;17000;15000;34;2;1;3;1;5;1
195;1;1;3;1;1;1;3;1;1;5;3;0;0;0;1;0;1;0;0;0;3;4;2;3;4;5;2; ; ;1;4;2;4;5;3;2;17000;23000;21000;41;4;1;4;1;6;1
196;1;4;4;5;4;4;5;2;1;5;12;0;0;0;1;1;0;0;0;0;3;3;2;2;5;3;2; ; ;5;4;1;2;4;2;5;14000;21000;19000;30;2;0;3;1;5;2
197;1;3;3;3;3;4;2;4;1;5;9;0;0;0;0;0;1;0;0;0;2;3;3;5;4;4;2; ; ;5;4;5;3;4;4;2;8000;13000;11000;37;1; ;5;1;2;2
198;1;5;5;5;5;4;4;1;1;5;10;0;0;0;1;1;0;0;0;0;3;5;4;2;5;4;1;1;4;1;4;3;4;1;4;4;16000;20000;16000;34;2;1;6;3;7;1
199;1;5;4;4;5;4;1;2;4;3;10;0;0;0;0;0;0;0;0;0;5;4;5;5;5;4;1;1;1;3;5;5;5;5;3;1;10000;16000;12000;37;1; ;3;1;5;1
200;1;1;1;1;1;2;3;1;1;3;2;0;0;1;1;1;0;0;0;0;5;3;3;1;3;5;2; ; ;3;5;3;5;5;4;1;1000;10000;7000;42;2;2;1;1;3;1
201;1;3;3;4;3;3;3;4;1;5;5;0;0;0;0;1;0;0;0;0;2;1;4;1;4;3;2; ; ;2;4;5;3;5;1;5;11000;15000;12000;55;4;3;3;1;5;1
202;1;3;3;3;3;1;5;3;1;3;5;0;0;0;0;1;0;0;0;0;5;3;2;1;3;5;2; ; ;5;4;1;2;3;3;3;17000;22000;20000;27;2;2;6;2;7;1
203;1;2;2;2;2;2;5;1;1;5;5;0;0;0;0;0;0;0;0;0;3;3;4;1;3;4;2; ; ;2;5;1;2;5;1;6;6000;10000;8000;55;1; ;2;5;5;1
204;1;1;1;1;1;2;1;3;1;5;1;0;0;1;0;1;1;0;0;1;5;2;5;3;4;5;1;1;1;1;5;1;1;3;1;5;1000;10000;6000;38;3;2;2;2;4;1
205;1;3;3;3;3;3;2;4;1;5;3;0;0;1;0;1;0;0;0;0;5;5;3;3;4;5;2; ; ;4;4;4;2;5;1;7;8000;13000;11000;44;4;2;2;1;5;1
206;1;5;5;2;4;4;3;1;1;5;8;0;0;0;1;1;0;0;0;0;5;4;4;1;3;4;2; ; ;3;5;1;4;5;3;5;4000;10000;8000;27;1; ;2;2;3;1
207;1;2;2;3;2;2;3;2;1;3;3;1;1;0;1;1;0;0;0;0;5;3;3;1;5;5;1;1;1;4;5;1;5;5;1;7;7000;12000;9000;49;1; ;1;1;3;2
208;1;2;2;2;2;2;3;3;1;5;7;0;0;0;1;1;1;1;0;0;5;2;4;1;4;5;1;1;2;1;5;1;5;3;1;5; ;10000;6000;31;1; ;6;1;1;2
209;1;5;5;5;5;3;2;3;2;5;10;0;0;1;1;1;0;0;0;0;5;3;4;1;3;5;2; ; ;2;4;1;5;5;1;1;10000;15000;14000;39;2;0;5;1;7;1
210;1;4;5;5;4;3;5;3;1;5;12;0;0;0;1;1;0;0;0;1;5;5;5;3;5;5;1;1;1;1;4;3;5;5;5;10;4000;10000;6000;26;2;1;2;1;3;2
211;1;3;2;3;3;3;1;3;5;5;9;1;0;0;1;0;1;0;0;0;5;3;4;3;4;5;2; ; ;1;5;1;5;4;1;5;17000;23000;21000;49;2;2;5;3;7;1
212;1;2;1;3;2;2;5;4;2;5;7;0;0;0;1;1;0;0;0;0;5;4;2;1;4;5;2; ; ;1;3;5;5;2;1;1;7000;13000;11000;25;2;2;4;2;5;1
213;1;1;2;2;1;1;3;2;2;5;4;0;0;0;1;0;1;0;0;0;1;3;4;4;4;5;2; ; ;3;5;5;4;5;1;1;14000;19000;17000;48;1; ;4;1;6;1
214;1;2;1;3;2;2;3;4;4;2;6;1;0;0;0;1;1;0;0;0;5;4;2;1;4;4;2; ; ;2;4;1;1;5;3;2;4000;10000;9000;21;2;1;4;2;5;2
215;1;3;3;4;3;4;4;2;2;1;5;0;0;0;1;1;1;0;0;0;5;3;3;1;4;4;2; ; ;1;4;5;1;5;2;1;8000;13000;11000;39;1; ;2;1;3;1
216;1;2;2;2;2;2;4;1;1;4;3;0;0;0;0;1;0;0;0;0;1;4;3;3;5;4;2; ; ;5;4;3;1;5;2;4;10000;16000;14000;24;1; ;3;1;5;1
217;1;1;2;1;1;1;2;1;2;4;6;0;0;0;1;1;0;0;0;0;4;5;4;2;4;4;2; ; ;4;5;1;5;3;1;3; ;10000;8000;27;2;2;1;2;1;2
218;1;1;2;1;1;1;5;4;1;5;3;0;0;1;0;0;0;0;0;0;5;2;2;1;3;5;2; ; ;4;4;5;1;5;1;1;4000;10000;8000;32;2;2;3;1;5;1
219;1;5;5;5;5;4;1;2;3;2;11;0;0;0;1;1;0;0;0;0;5;2;3;1;5;4;2; ; ;1;5;2;4;5;1;2;10000;15000;13000;28;4;1;3;1;5;1
220;1;4;4;5;4;5;1;4;2;1;12;0;0;0;1;1;1;0;0;0;4;5;2;5;3;4;2; ; ;5;2;4;1;4;1;2;12000;17000;14000;30;1; ;3;1;5;1
221;1;2;2;3;2;3;3;3;1;4;5;0;0;0;1;0;0;0;0;0;5;3;3;1;4;2;2; ; ;2;5;4;5;5;1;1;14000;20000;18000;57;1; ;2;1;5;1
222;1;2;2;3;2;1;5;3;1;1;6;0;0;0;0;1;1;0;0;0;1;3;4;1;4;5;2; ; ;1;5;3;1;5;1;6;4000;10000;8000;22;2;1;4;1;6;1
223;1;3;2;4;4;2;3;1;1;1;9;0;0;0;1;1;0;0;0;0;5;1;3;5;3;4;2; ; ;4;4;5;1;4;1;9;4000;11000;9000;31;1; ;5;1;1;1
224;1;4;4;5;4;5;1;5;3;3;9;0;0;0;1;1;1;0;0;0;5;5;4;3;4;4;2; ; ;4;5;5;5;5;1;8;7000;12000;10000;38;1; ;6;1;1;2
225;1;4;4;4;4;3;2;1;1;3;8;0;0;0;0;1;1;0;0;0;5;2;4;3;4;3;2; ; ;5;5;2;3;4;2;6;10000;14000;12000;30;1; ;3;1;4;1
226;1;4;4;5;4;4;3;1;1;4;9;0;0;0;0;1;0;0;0;0;4;5;4;3;5;3;2; ; ;3;5;2;2;4;3;6;15000;20000;17000;43;1; ;3;1;5;1
227;1;3;3;3;3;1;4;1;1;5;9;0;0;0;0;0;0;0;0;0;5;4;4;5;4;4;2; ; ;5;5;2;5;2;1;4;8000;15000;14000;47;2;2;6;1;7;1
228;1;2;3;2;2;2;5;3;1;5;1;0;0;0;1;0;1;0;0;0;4;4;3;1;3;5;2; ; ;1;4;1;3;4;2;1;1000;10000;8000;34;1; ;1;2;2;1
229;1;2;1;3;2;2;3;1;1;2;5;0;0;1;0;1;0;0;0;0;5;3;3;2;4;5;2; ; ;3;5;5;3;3;3;1;6000;12000;11000;41;1; ;1;2;4;1
230;1;3;2;3;3;3;1;2;1;1;6;0;0;0;0;1;0;0;0;0;5;4;4;2;3;5;2; ; ;2;5;5;3;3;2;7;13000;19000;17000;35;2;1;6;1;7;1
231;1;2;3;3;2;2;1;2;5;5;5;0;0;0;0;0;0;0;0;0;3;5;3;1;4;5;2; ; ;4;5;3;2;5;2;2;12000;18000;16000;37;2;3;3;1;4;2
232;1;3;3;4;3;3;3;1;1;4;8;1;0;0;0;1;1;0;0;0;3;4;4;1;3;5;2; ; ;4;3;4;3;5;1;3;9000;14000;12000;40;2;1;5;2;7;1
233;1;1;1;1;1;1;4;2;4;2;7;0;0;0;0;1;0;0;1;0;5;5;4;1;3;5;2; ; ;4;4;1;3;4;2;6;2000;10000;8000;43;1; ;6;1;2;1
234;1;5;4;4;5;5;2;1;2;1;13;0;0;0;0;1;1;0;0;0;5;3;4;1;3;4;2; ; ;5;4;4;5;3;1;1;8000;14000;12000;36;2;1;3;1;5;1
235;1;1;1;2;1;1;5;2;5;2;6;0;0;1;0;1;1;0;0;0;5;3;2;4;5;4;1;1;2;2;4;4;1;5;1;7; ;10000;6000;39;1; ;1;1;1;2
236;1;5;5;4;5;2;3;3;2;4;11;0;0;0;0;1;0;0;0;0;1;4;3;2;4;3;2; ; ;5;5;1;1;3;2;4;11000;16000;13000;32;4;3;2;1;4;1
237;1;5;5;5;5;5;1;2;1;1;10;0;0;0;0;0;0;0;0;0;3;4;1;3;4;5;2; ; ;4;4;1;4;2;2;5;12000;18000;16000;22;1; ;3;1;5;1
238;1;2;2;2;2;3;2;4;1;5;4;0;0;0;0;0;0;0;0;0;4;4;3;1;4;5;2; ; ;4;5;2;1;5;2;3;12000;19000;17000;26;4;2;3;5;5;1
239;1;1;1;1;1;2;5;3;1;3;3;0;0;0;0;0;1;0;0;0;5;5;1;2;4;4;2; ; ;3;5;3;1;4;1;3;20000;26000;25000;48;4;1;3;1;5;1
240;1;3;4;4;3;3;4;2;1;1;6;0;0;1;0;1;0;0;0;0;1;2;5;2;5;3;1;1;1;5;3;1;5;5;1;4;20000;25000;21000;49;2;0;6;1;7;1
241;1;2;2;3;2;1;3;1;1;4;7;0;0;0;0;1;1;1;0;0;3;3;3;2;5;3;1;1;2;1;5;2;1;4;1;1; ;10000;7000;41;2;0;2;1;2;1
242;1;1;2;1;1;1;4;3;1;4;1;0;0;0;0;1;1;0;0;0;3;2;5;1;5;5;1;1;1;1;5;1;5;5;1;4;14000;20000;18000;51;1; ;3;1;6;1
243;1;2;2;3;2;2;3;3;1;1;7;0;1;1;0;0;0;0;0;0;5;3;4;1;3;4;2; ; ;2;3;3;1;4;1;3;3000;10000;7000;43;2;4;1;1;3;1
244;1;4;4;5;4;4;4;1;1;2;8;0;0;1;1;1;1;0;0;0;5;3;4;1;3;5;2; ; ;4;4;1;2;1;1;3;13000;18000;16000;35;1; ;4;1;5;1
245;1;3;4;4;3;2;1;3;1;3;2;0;0;0;0;0;0;0;0;0;2;3;1;2;4;5;2; ; ;4;5;2;5;5;1;8;21000;26000;24000;37;4;2;5;1;7;2
246;1;3;3;3;3;3;3;1;2;3;7;0;0;0;0;0;0;0;0;0;1;4;3;3;3;4;2; ; ;5;4;5;5;4;1;2;15000;20000;18000;25;2;0;4;1;6;1
247;1;2;2;3;2;1;5;1;1;3;8;0;0;0;0;0;0;0;0;0;3;4;4;1;4;4;2; ; ;5;4;5;5;3;2;1;9000;13000;12000;30;2;1;4;1;6;1
248;1;2;1;3;2;2;5;1;1;1;6;0;0;0;0;1;0;0;0;0;3;2;3;2;5;4;1;1;1;1;4;3;1;5;1;7;17000;23000;19000;22;2;1;6;1;7;1
249;1;3;3;3;3;3;4;3;5;5;5;0;0;0;0;0;0;0;0;0;3;3;4;1;5;4;1;1;2;5;4;2;4;1;1;4;16000;22000;18000;27;5;2;6;1;7;2
250;1;1;2;2;1;4;3;3;1;5;7;0;0;1;0;1;1;0;0;0;5;4;3;1;4;5;2; ; ;2;5;1;5;4;1;5;3000;10000;7000;42;1; ;6;1;2;2
251;1;2;2;2;2;2;5;4;1;5;5;0;0;0;0;1;0;0;0;0;5;4;4;4;3;4;2; ; ;4;3;5;3;3;1;1;13000;18000;16000;55;2;2;4;1;7;1
252;1;2;3;3;2;1;4;2;3;5;6;0;0;1;0;0;1;0;0;0;5;3;4;1;5;5;1;1;2;3;5;1;5;4;1;3; ;10000;6000;43;1; ;5;1;2;1
253;1;5;2;5;4;4;2;1;2;1;11;0;0;1;0;1;0;0;0;0;5;5;3;4;4;4;2; ; ;1;4;1;5;3;1;1;13000;17000;14000;32;2;1;6;1;7;1
254;1;5;5;2;5;5;2;2;1;5;11;0;0;0;0;1;0;0;0;0;5;3;3;1;4;4;2; ; ;1;5;3;5;4;2;3;13000;18000;15000;37;2;0;4;1;6;1
255;1;3;3;4;3;3;3;2;1;4;7;1;0;0;1;0;1;0;1;0;4;3;3;2;4;4;2; ; ;5;4;5;1;3;2;5;14000;21000;19000;36;1; ;4;1;5;1
256;1;5;5;2;5;5;1;3;1;5;13;0;0;1;0;0;0;0;0;0;3;4;1;3;4;4;2; ; ;5;4;5;2;5;1;3;5000;11000;9000;40;1; ;4;1;6;1
257;1;2;2;3;2;3;5;1;5;5;3;0;0;0;1;1;1;0;0;0;2;3;2;1;4;5;2; ; ;3;4;4;2;5;1;3;16000;21000;19000;30;2;2;4;1;2;1
258;1;2;2;3;2;3;3;3;4;1;3;0;0;0;0;1;0;0;0;0;5;4;4;1;3;5;2; ; ;3;4;1;5;5;1;2;10000;15000;13000;29;1; ;5;1;1;2
259;1;2;2;3;2;2;4;1;3;4;5;0;0;0;0;1;0;0;0;0;5;2;4;1;5;5;1;1;3;2;5;1;4;3;1;1;17000;22000;19000;21;1; ;3;1;4;1
260;1;3;3;4;3;3;3;3;1;2;5;0;0;0;0;1;0;0;1;0;3;4;3;2;5;5;2; ; ;5;5;3;2;5;1;1;8000;15000;15000;36;4;1;2;1;1;1
261;1;2;2;3;2;2;5;5;1;1;5;0;0;0;0;1;0;0;0;0;1;5;4;2;4;4;2; ; ;4;5;5;4;5;1;4;20000;25000;24000;35;2;0;5;1;7;1
262;1;2;2;2;2;1;2;3;1;1;5;0;0;0;0;0;0;0;0;0;2;4;3;3;4;5;2; ; ;4;5;1;3;4;4;1;14000;17000;16000;25;2;2;4;1;6;1
263;1;1;2;2;1;1;3;4;1;5;3;0;0;0;1;0;1;0;0;0;4;4;4;1;4;5;2; ; ;4;5;3;4;3;4;4;13000;17000;16000;25;1; ;3;1;4;1
264;1;1;2;1;1;1;5;3;1;1;1;0;0;1;1;1;0;0;0;0;5;2;4;4;4;3;2; ; ;2;4;2;5;4;3;4;2000;10000;8000;30;4;2;2;1;1;2
265;1;2;1;2;2;2;3;3;2;3;6;0;0;0;1;1;1;0;0;0;2;3;4;5;3;3;2; ; ;4;4;2;3;4;3;5;18000;23000;21000;33;2;1;6;1;7;1
266;1;2;3;3;2;1;5;2;1;5;6;0;0;0;1;1;1;0;0;0;5;3;3;4;4;4;2; ; ;3;4;3;5;3;1;5;18000;24000;22000;44;1; ;2;2;5;1
267;1;2;2;3;1;1;5;5;1;5;3;0;1;0;1;0;0;0;0;0;4;1;5;4;5;3;1;1;2;1;4;1;1;4;1;3;11000;16000;13000;49;2;1;4;5;6;1
268;1;1;1;1;1;4;2;3;1;5;4;0;0;0;0;0;0;0;0;0;5;4;4;2;4;4;2; ; ;5;4;3;1;5;3;2;10000;14000;12000;34;1; ;6;1;7;2
269;1;1;2;1;1;1;5;3;2;4;2;0;0;1;0;1;0;0;0;0;5;2;2;3;4;5;2; ; ;4;5;5;3;5;2;7;13000;18000;15000;51;4;1;1;1;4;1
270;1;3;3;3;3;5;3;2;1;5;6;0;0;0;1;1;1;0;0;0;4;4;4;1;4;5;2; ; ;1;5;5;5;4;1;5;19000;25000;23000;44;2;2;6;1;7;1
271;1;1;1;2;1;4;3;1;1;2;3;0;0;0;0;1;1;0;0;0;5;3;4;1;4;5;2; ; ;3;4;5;1;5;2;6;4000;10000;8000;24;1; ;2;1;4;1
272;1;2;1;3;2;3;1;3;3;1;5;0;0;0;1;0;0;0;0;0;1;5;2;4;4;4;2; ; ;2;4;5;3;3;2;1;16000;22000;20000;57;1; ;3;2;6;1
273;1;2;2;3;2;3;1;3;1;5;7;0;0;0;0;1;1;0;0;0;4;3;4;1;4;3;2; ; ;5;5;5;1;3;1;5;6000;11000;9000;33;4;2;4;1;5;2
274;1;2;1;2;2;2;4;5;4;4;8;0;0;0;0;1;1;0;0;0;3;5;4;1;4;4;2; ; ;2;5;1;4;3;3;8;9000;14000;13000;37;2;2;6;1;7;1
275;1;1;2;2;1;2;4;3;1;1;1;0;0;0;1;1;0;0;1;0;5;4;3;4;5;4;1;2; ;4;4;1;5;4;1;1;9000;13000;8000;22;1; ;2;1;4;1
276;1;4;5;4;4;2;4;1;1;5;6;1;0;1;0;1;0;0;0;0;5;3;4;2;4;4;2; ; ;3;5;1;3;3;1;6;12000;19000;17000;27;2;2;5;1;6;1
277;1;3;4;4;3;3;4;2;1;4;9;0;0;0;0;0;0;0;0;0;4;2;3;2;4;4;2; ; ;3;5;1;5;3;1;5;5000;12000;10000;30;1; ;2;1;4;1
278;1;4;4;4;4;3;3;3;1;4;12;0;0;0;1;1;0;0;0;0;3;3;4;3;5;3;2; ; ;4;5;3;5;5;3;6;23000;28000;26000;22;2;3;6;1;7;1
279;1;1;1;1;1;1;5;1;2;5;3;0;0;0;1;0;0;0;0;0;5;4;4;1;4;5;2; ; ;1;4;5;2;5;3;5;1000;10000;9000;41;2;3;5;1;3;1
280;1;2;3;3;2;1;2;1;1;1;5;0;0;1;0;0;1;0;0;0;3;3;4;3;4;5;2; ; ;3;3;3;3;3;1;5;10000;15000;13000;32;4;2;1;1;1;2
281;1;2;2;2;2;2;2;2;3;5;6;0;0;0;0;1;0;0;0;0;3;4;2;1;5;5;1;1;1;3;5;1;5;3;2;2;16000;20000;17000;39;1; ;5;5;6;2
282;1;1;1;1;1;1;3;1;2;2;2;0;0;1;0;1;1;0;0;0;4;4;4;5;3;5;2; ; ;1;4;4;1;3;1;2;16000;23000;22000;30;2;2;4;1;6;1
